,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
397,A man in a red jacket holds his bike for the picture .,빨간 재킷을 입은 남자 holds his bike for the picture .,A man in a red jacket,빨간 재킷을 입은 남자,A woman in a red jacket is video taping a natural landscape .,빨간 재킷을 입은 여성 is video taping a natural landscape .,A woman in a red jacket,빨간 재킷을 입은 여성,0.4000000059604645
398,"Previously , it had reported a profit of $ 12 million , or 0 cents a share , for that period .","Previously , it had reported 해당 기간 동안 1,200만 달러 또는 주당 0센트의 이익 .","a profit of $ 12 million , or 0 cents a share , for that period","해당 기간 동안 1,200만 달러 또는 주당 0센트의 이익","Previously , it had reported a small profit of $ 12 million , or break - even on a per - share basis , for the period .","Previously , it had reported 해당 기간 동안 1,200만 달러의 소액 이익 또는 주당 손익분기점 .","a small profit of $ 12 million , or break - even on a per - share basis , for the period","해당 기간 동안 1,200만 달러의 소액 이익 또는 주당 손익분기점",4.400000095367432
399,A woman is slicing an onion .,여자 is slicing an onion .,A woman,여자,A man is slicing a tomato .,한 남자 is slicing a tomato .,A man,한 남자,1.2000000476837158
400,A person is standing underneath an overpass near a highway .,사람 is standing underneath an overpass near a highway .,A person,사람,A person walks a dog along the water ' s edge .,사람 walks a dog along the water ' s edge .,A person,사람,0.2000000029802322
401,Russian parliament allows Putin to use military in Ukraine,러시아 의회 allows Putin to use military in Ukraine,Russian parliament,러시아 의회,President Obama warns Russia to stay out of Ukraine,오바마 대통령 warns Russia to stay out of Ukraine,President Obama,오바마 대통령,1.0
402,Two men compete in a tire rolling race .,두 남자 compete in a tire rolling race .,Two men,두 남자,Two people flipped tractor tires in a race .,두 사람 flipped tractor tires in a race .,Two people,두 사람,2.75
403,Two boys are jumping into a pool .,두 소년 are jumping into a pool .,Two boys,두 소년,Two boys are in midair jumping into an inground pool .,두 소년 are in midair jumping into an inground pool .,Two boys,두 소년,4.199999809265137
404,The fines are part of failed Republican efforts to force or entice the Democrats to return .,벌금 are part of failed Republican efforts to force or entice the Democrats to return .,The fines,벌금,"Perry said he backs the Senate ' s efforts , including the fines , to force the Democrats to return .",Perry said he backs 벌금을 포함한 상원의 노력은 민주당이 복귀하도록 강요합니다 .,"the Senate ' s efforts , including the fines , to force the Democrats to return",벌금을 포함한 상원의 노력은 민주당이 복귀하도록 강요합니다,2.799999952316284
405,FBI audio expert testifies in Zimmerman trial,FBI 오디오 전문가 testifies in Zimmerman trial,FBI audio expert,FBI 오디오 전문가,Jury selection begins in Zimmerman ' s trial,심사위원 선정 begins in Zimmerman ' s trial,Jury selection,심사위원 선정,1.399999976158142
406,I once met a physicists who held the strong AI position .,I once met 강력한 AI 위치를 차지한 물리학 자 .,a physicists who held the strong AI position,강력한 AI 위치를 차지한 물리학 자,"Although I believe Searle is mistaken , I don ' t think you have found the problem .","Although I believe Searle is mistaken , I don ' t think you have found 문제 .",the problem,문제,0.2000000029802322
407,Israel threatens action against Gaza aid ship,Israel threatens 가자 구호선에 대한 행동,action against Gaza aid ship,가자 구호선에 대한 행동,Israel attacks in Gaza Strip after rocket fire,이스라엘 공격 in Gaza Strip after rocket fire,Israel attacks,이스라엘 공격,1.600000023841858
408,"The department ' s position threatens to alienate social conservatives , who have provided strong political support for Mr . Ashcroft and President Bush .","부서의 입장 threatens to alienate social conservatives , who have provided strong political support for Mr . Ashcroft and President Bush .",The department ' s position,부서의 입장,"The department ' s stance disappointed some abortion opponents , and it threatens to alienate social conservatives who have provided strong political support for Ashcroft and President Bush .","학과 입장 disappointed some abortion opponents , and it threatens to alienate social conservatives who have provided strong political support for Ashcroft and President Bush .",The department ' s stance,학과 입장,3.75
409,The man poses for a photo in front of the train .,그 남자 poses for a photo in front of the train .,The man,그 남자,A man stands on a platform in front of a silver train .,한 남자 stands on a platform in front of a silver train .,A man,한 남자,3.400000095367432
410,A panda is climbing .,팬더에게 is climbing .,A panda,팬더에게,A man is climbing a rope .,한 남자 is climbing a rope .,A man,한 남자,1.600000023841858
411,A man is wind sailing in the ocean .,한 남자 is wind sailing in the ocean .,A man,한 남자,A dog is running through the ocean .,개 is running through the ocean .,A dog,개,1.399999976158142
412,Ballmer has been vocal in the past warning that Linux is a threat to Microsoft .,Ballmer has been vocal in Linux가 Microsoft에 대한 위협이라는 과거의 경고 .,the past warning that Linux is a threat to Microsoft,Linux가 Microsoft에 대한 위협이라는 과거의 경고,"In the memo , Ballmer reiterated the open - source threat to Microsoft .","In 메모 , Ballmer reiterated the open - source threat to Microsoft .",the memo,메모,3.0
413,An airplane moves along a runway .,비행기 moves along a runway .,An airplane,비행기,A plane is landing on a runway .,비행기 is landing on a runway .,A plane,비행기,2.799999952316284
414,"The farther away , the faster the galaxies move away from us .","The farther away , the faster 은하계 move away from us .",the galaxies,은하계,Here is my answer to a similar question posted on the physics stack exchange website .,Here is 물리학 스택 교환 웹사이트에 게시된 유사한 질문에 대한 내 답변 .,my answer to a similar question posted on the physics stack exchange website,물리학 스택 교환 웹사이트에 게시된 유사한 질문에 대한 내 답변,0.0
415,A black dog and a white dog playing in the street .,검은 개와 흰 개 playing in the street .,A black dog and a white dog,검은 개와 흰 개,A black dog and a white dog play in the street together .,검은 개와 흰 개 play in the street together .,A black dog and a white dog,검은 개와 흰 개,4.599999904632568
416,A couple holds a baby .,부부 holds a baby .,A couple,부부,Couple with newborn baby .,Couple with 새로 태어난 아기 .,newborn baby,새로 태어난 아기,4.199999809265137
417,A man laying down and shooting a gun,한 남자 laying down and shooting a gun,A man,한 남자,A man is laying on the ground shooting a rifle .,한 남자 is laying on the ground shooting a rifle .,A man,한 남자,3.799999952316284
418,Two women stand in a living room with a black dog .,두 여자 stand in a living room with a black dog .,Two women,두 여자,Two women standing in a living room with a black dog looking towards the camera .,두 여자 standing in a living room with a black dog looking towards the camera .,Two women,두 여자,4.0
419,US Afghanistan general linked to Petraeus scandal,미국 아프가니스탄 장군 linked to Petraeus scandal,US Afghanistan general,미국 아프가니스탄 장군,Senior US general linked to Petraeus scandal,고위 미국 장군 linked to Petraeus scandal,Senior US general,고위 미국 장군,3.799999952316284
420,Bollywood cuts costs by a third as rupee collapse bites,Bollywood cuts costs by a third as 루피 붕괴 물린,rupee collapse bites,루피 붕괴 물린,Bollywood cuts costs as rupee crisis bites,Bollywood cuts costs as 루피 위기 물린,rupee crisis bites,루피 위기 물린,4.199999809265137
421,A man lays on the ground and aims a rifle .,한 남자 lays on the ground and aims a rifle .,A man,한 남자,A man is spreading butter on a tortilla .,한 남자 is spreading butter on a tortilla .,A man,한 남자,0.0
422,Two different breeds of brown and white dogs play on the beach .,갈색과 흰색 개 두 종류 play on the beach .,Two different breeds of brown and white dogs,갈색과 흰색 개 두 종류,Two dogs playing in the sand at the beach .,두 마리의 개 playing in the sand at the beach .,Two dogs,두 마리의 개,4.0
423,Voting canceled in three provinces in tense Thai election,Voting canceled in 세 지방 in tense Thai election,three provinces,세 지방,Cambodian opposition rejects Hun Sen election win,캄보디아의 반대 rejects Hun Sen election win,Cambodian opposition,캄보디아의 반대,0.0
424,"Dubbed Project Mad Hatter , the Linux - based desktop is being promoted by Sun as a more secure and less expensive alternative to Windows .","Dubbed Project Mad Hatter , Linux 기반 데스크톱 is being promoted by Sun as a more secure and less expensive alternative to Windows .",the Linux - based desktop,Linux 기반 데스크톱,"Designed to compete with Microsoft Corp . , Project Mad Hatter is being positioned by Sun as a cheaper , secure alternative desktop operating system to Microsoft ' s various desktop offerings .","Designed to compete with Microsoft Corp . , 매드 해터 프로젝트 is being positioned by Sun as a cheaper , secure alternative desktop operating system to Microsoft ' s various desktop offerings .",Project Mad Hatter,매드 해터 프로젝트,3.799999952316284
425,A man plays the guitar and sings .,한 남자 plays the guitar and sings .,A man,한 남자,A man is singing and playing a guitar .,한 남자 is singing and playing a guitar .,A man,한 남자,5.0
426,The blasts killed two people and injured more than 150 others .,폭발 killed two people and injured more than 150 others .,The blasts,폭발,The Atlanta Olympic Games attack killed one woman and injured more than 100 other people .,애틀랜타 올림픽 공격 killed one woman and injured more than 100 other people .,The Atlanta Olympic Games attack,애틀랜타 올림픽 공격,1.7999999523162842
427,Spanish bailout dilemma gets more acute,스페인 구제 금융 딜레마 gets more acute,Spanish bailout dilemma,스페인 구제 금융 딜레마,Spanish dilemma gets more acute,스페인의 딜레마 gets more acute,Spanish dilemma,스페인의 딜레마,3.400000095367432
428,Everyone else at the current prosperity level of Mexico .,다른 모든 사람 at the current prosperity level of Mexico .,Everyone else,다른 모든 사람,"Everyone in the world at the current "" prosperity "" level of Northwest Africa .","Everyone in 세계 at the current "" prosperity "" level of Northwest Africa .",the world,세계,1.399999976158142
429,South Africa prays for Nelson Mandela,남아프리카 prays for Nelson Mandela,South Africa,남아프리카,South Africa unites in prayer and song for Nelson Mandela,남아프리카 unites in prayer and song for Nelson Mandela,South Africa,남아프리카,4.199999809265137
430,The cats are playing with each other .,고양이들 are playing with each other .,The cats,고양이들,Two cats are fighting each other .,고양이 두 마리 are fighting each other .,Two cats,고양이 두 마리,2.5999999046325684
431,I agree with others ( and yourself ) in that I have never heard this phrase in English .,I agree with 다른 사람 (및 자신) in that I have never heard this phrase in English .,others ( and yourself ),다른 사람 (및 자신),I have never heard or seen the phrase you mention .,I have never heard or seen 당신이 언급하는 문구 .,the phrase you mention,당신이 언급하는 문구,4.0
432,"TVT Records sought $ 360 million in punitive damages and $ 30 million in compensatory damages , officials said .","TVT 레코드 sought $ 360 million in punitive damages and $ 30 million in compensatory damages , officials said .",TVT Records,TVT 레코드,The damages included $ 24 million in compensatory damages and $ 52 million in punitive damages for IDJ .,피해 included $ 24 million in compensatory damages and $ 52 million in punitive damages for IDJ .,The damages,피해,1.25
433,A man is riding on a horse .,한 남자 is riding on a horse .,A man,한 남자,A woman is riding an elephant .,여자 is riding an elephant .,A woman,여자,1.5329999923706057
434,A black and white image of a cat laying on a rug .,흑백 이미지 of a cat laying on a rug .,A black and white image,흑백 이미지,Black and white picture of a cat laying on a rug .,흑백 사진 of a cat laying on a rug .,Black and white picture,흑백 사진,5.0
435,Sail boat sailing on the water .,Sail boat sailing on 물 .,the water,물,Sailboat sailing on a cloudy day .,범선 항해 on a cloudy day .,Sailboat sailing,범선 항해,3.400000095367432
436,"Glover said the killer used a "" peculiar slipknot "" on the ligature he used to strangle some of the victims .","Glover said 범인 used a "" peculiar slipknot "" on the ligature he used to strangle some of the victims .",the killer,범인,"Glover said the killer used a ` ` peculiar slipknot , ' ' including a coaxial cable and an extension cord , to strangle some of the victims .","Glover said 범인 used a ` ` peculiar slipknot , ' ' including a coaxial cable and an extension cord , to strangle some of the victims .",the killer,범인,3.400000095367432
437,A man is placing meat inside a plastic bag .,한 남자 is placing meat inside a plastic bag .,A man,한 남자,A woman is carrying a wallaby in a bag .,여자 is carrying a wallaby in a bag .,A woman,여자,0.4000000059604645
438,I guess I pulled it out of the census ' s rear end in a top hat .,I guess I pulled it out of the census ' s rear end in 모자 .,a top hat,모자,Does the census have an rear end in a top hat ?,Does 인구 조사 have an rear end in a top hat ?,the census,인구 조사,2.5999999046325684
439,Dignitaries pay tribute to Paul Desmarais,Dignitaries pay tribute to 폴 데즈머레이,Paul Desmarais,폴 데즈머레이,Stars pay tribute to James Garner,Stars pay tribute to 제임스 가너,James Garner,제임스 가너,0.4000000059604645
440,Israel frees Palestinian prisoners,Israel frees 팔레스타인 수감자,Palestinian prisoners,팔레스타인 수감자,Israel releases 26 Palestinian prisoners,Israel releases 팔레스타인 포로 26명,26 Palestinian prisoners,팔레스타인 포로 26명,4.599999904632568
441,"The report forecasts there will be 71 , 079 hot spots worldwide this year , up from just 14 , 752 in 2002 and 1 , 214 in 2001 .","보고서 forecasts there will be 71 , 079 hot spots worldwide this year , up from just 14 , 752 in 2002 and 1 , 214 in 2001 .",The report,보고서,"The report also claims that there will be up to 9 . 3 million visitors to hot spots this year , up again from the meagre 2 . 5 million in 2002 .","보고서 also claims that there will be up to 9 . 3 million visitors to hot spots this year , up again from the meagre 2 . 5 million in 2002 .",The report,보고서,1.75
442,6 . 9 magnitude earthquake hits New Zealand,6  진도 9 지진 hits New Zealand,6 . 9 magnitude earthquake,6  진도 9 지진,5 . 6 magnitude earthquake shakes Iran,5  진도 6의 지진 shakes Iran,5 . 6 magnitude earthquake,5  진도 6의 지진,0.2000000029802322
443,I thought that was mostly just the Dutch .,I thought that was mostly just 네덜란드 인 .,the Dutch,네덜란드 인,It is mostly just the Dutch .,It is mostly 그냥 네덜란드 .,just the Dutch,그냥 네덜란드,4.0
444,at the state scientific center of applied microbiology there is every kind of deadly bacteria that was studied for use in the secret biological weapons program of the soviet union .,at 응용 미생물학의 국가 과학 센터 there is every kind of deadly bacteria that was studied for use in the secret biological weapons program of the soviet union .,the state scientific center of applied microbiology,응용 미생물학의 국가 과학 센터,the state scientific center of applied microbiology has been working with western scientists to convert the complex into a biomedical manufacturing site .,응용 미생물학의 주립 과학 센터 has been working with western scientists to convert the complex into a biomedical manufacturing site .,the state scientific center of applied microbiology,응용 미생물학의 주립 과학 센터,3.400000095367432
445,Black and white cows behind a fence .,흑인과 백인 암소 behind a fence .,Black and white cows,흑인과 백인 암소,Two black and white cows behind a metal gate against a partly cloudy blue sky .,검은색과 흰색 암소 두 마리 behind a metal gate against a partly cloudy blue sky .,Two black and white cows,검은색과 흰색 암소 두 마리,3.200000047683716
446,Hezbollah ' s Nasrallah warns US over anti - Islam film,헤즈볼라의 나스랄라 warns US over anti - Islam film,Hezbollah ' s Nasrallah,헤즈볼라의 나스랄라,Hezbollah calls for more anti - Islam film protests,Hezbollah calls for 더 많은 반 이슬람 영화 시위,more anti - Islam film protests,더 많은 반 이슬람 영화 시위,2.799999952316284
447,India Ink : Image of the Day : July 2,인도 잉크 : Image of the Day : July 2,India Ink,인도 잉크,India Ink : Image of the Day : March 4,인도 잉크 : Image of the Day : March 4,India Ink,인도 잉크,3.0
448,"Two U . S . soldiers shot , killed by Afghan soldier","두 유 에스 군인 shot , killed by Afghan soldier",Two U . S . soldiers,두 유 에스 군인,Two British soldiers killed by Afghan policeman,영국군 2명 killed by Afghan policeman,Two British soldiers,영국군 2명,1.600000023841858
449,""" Today , we are trying to convey this problem to Russian President Vladimir Putin and US President George W Bush . """,""" Today , we are trying to convey 이 문제 to Russian President Vladimir Putin and US President George W Bush . """,this problem,이 문제,""" Today , we are trying to convey this problem to Russian President Vladimir Putin ( news - web sites ) and President Bush ( news - web sites ) . """,""" Today , we are trying to convey 이 문제 to Russian President Vladimir Putin ( news - web sites ) and President Bush ( news - web sites ) . """,this problem,이 문제,4.599999904632568
450,A brown dog is splashing water everywhere by shaking the water off of itself .,갈색 개 is splashing water everywhere by shaking the water off of itself .,A brown dog,갈색 개,A white dog is standing by a river shaking himself dry .,하얀 개 is standing by a river shaking himself dry .,A white dog,하얀 개,2.400000095367432
451,"Announcing the selection , Kmart CEO Julian Day said Grey will help the retailer "" find creative ways to communicate the unique strengths of Kmart to the new America consumer . ""","Announcing the selection , 케이마트 CEO 줄리안 데이 said Grey will help the retailer "" find creative ways to communicate the unique strengths of Kmart to the new America consumer . """,Kmart CEO Julian Day,케이마트 CEO 줄리안 데이,"Together , we will find creative ways to communicate the unique strengths of Kmart to the ' new America ' consumer . ""","Together , we will find Kmart의 고유한 강점을 'new America' 소비자에게 전달하는 창의적인 방법 . """,creative ways to communicate the unique strengths of Kmart to the ' new America ' consumer,Kmart의 고유한 강점을 'new America' 소비자에게 전달하는 창의적인 방법,3.25
452,Islamic State issues video of beheading of US hostage,이슬람 국가 issues video of beheading of US hostage,Islamic State,이슬람 국가,Islamic State posts second propaganda video of UK hostage,이슬람 국가 posts second propaganda video of UK hostage,Islamic State,이슬람 국가,3.0
453,The settlement includes $ 4 . 1 million in attorneys ' fees and expenses .,결제 includes $ 4 . 1 million in attorneys ' fees and expenses .,The settlement,결제,Plaintiffs ' attorneys would get $ 4 . 1 million of the settlement .,원고측 변호인 would get $ 4 . 1 million of the settlement .,Plaintiffs ' attorneys,원고측 변호인,4.5
454,His dissent was joined by Chief Justice William H . Rehnquist and Justice Clarence Thomas .,그의 반대 was joined by Chief Justice William H . Rehnquist and Justice Clarence Thomas .,His dissent,그의 반대,Chief Justice William H . Rehnquist and Justices Antonin Scalia and Clarence Thomas dissented .,대법원장 William H Rehnquist와 판사 Antonin Scalia와 Clarence Thomas dissented .,Chief Justice William H . Rehnquist and Justices Antonin Scalia and Clarence Thomas,대법원장 William H Rehnquist와 판사 Antonin Scalia와 Clarence Thomas,3.799999952316284
455,A yellow and blue airplane is flying in the sky .,노란색과 파란색 비행기 is flying in the sky .,A yellow and blue airplane,노란색과 파란색 비행기,The white airplane is flying in the blue sky .,하얀 비행기 is flying in the blue sky .,The white airplane,하얀 비행기,3.200000047683716
456,The woman is rolling dough .,여자 is rolling dough .,The woman,여자,A woman is flouring and rolling dough .,여자 is flouring and rolling dough .,A woman,여자,3.765000104904175
457,"The new version , W32 / Sobig . C - mm , had already reached a "" high level "" outbreak status by Monday , according to security analysts .","새로운 버전인 W32/Sobig C-mm , had already reached a "" high level "" outbreak status by Monday , according to security analysts .","The new version , W32 / Sobig . C - mm ,","새로운 버전인 W32/Sobig C-mm ,","Security analysts said the new version , W32 / Sobig . C - mm , had already reached a "" high level "" outbreak status by mid - afternoon on Monday .","보안 분석가 said the new version , W32 / Sobig . C - mm , had already reached a "" high level "" outbreak status by mid - afternoon on Monday .",Security analysts,보안 분석가,4.5
458,"However , other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them .","However , 강력한 CGT를 포함한 다른 노조 remained opposed to the reform and demanded the government begin fresh negotiations with them .",other unions including the powerful CGT,강력한 CGT를 포함한 다른 노조,"The powerful CGT and other unions remained opposed to the plans , however , and demanded the government renegotiate the reform with them .","강력한 CGT 및 기타 노조 remained opposed to the plans , however , and demanded the government renegotiate the reform with them .",The powerful CGT and other unions,강력한 CGT 및 기타 노조,4.0
459,A woman is carrying a boy .,여자 is carrying a boy .,A woman,여자,A woman is carrying her baby .,여자 is carrying her baby .,A woman,여자,2.3329999446868896
460,A white dog walking in the snow .,하얀 개 walking in the snow .,A white dog,하얀 개,A black and tan dog walking through the snow .,검은색과 황갈색 개 walking through the snow .,A black and tan dog,검은색과 황갈색 개,3.0
461,Couple sailing in a small sailboat .,커플 항해 in a small sailboat .,Couple sailing,커플 항해,Two men sailing in a small sailboat .,두 남자 sailing in a small sailboat .,Two men,두 남자,3.0
462,Suarez set for Cup comeback,Suarez set for 컵 컴백,Cup comeback,컵 컴백,French set for Mali ground combat,French set for 말리 지상전,Mali ground combat,말리 지상전,0.800000011920929
463,A brown and white dog is walking next to a man on a skateboard .,갈색과 흰색 개 is walking next to a man on a skateboard .,A brown and white dog,갈색과 흰색 개,A blond child is laying on a branch of a tree in a green field .,금발의 아이 is laying on a branch of a tree in a green field .,A blond child,금발의 아이,0.0
464,Veteran entertainer Bob Hope celebrates his 100 th birthday - and many years in showbusiness - on Thursday .,베테랑 엔터테이너 밥 호프 celebrates his 100 th birthday - and many years in showbusiness - on Thursday .,Veteran entertainer Bob Hope,베테랑 엔터테이너 밥 호프,Hollywood and the world are gearing up to celebrate legendary entertainer Bob Hope ' s 100 th birthday on Thursday .,할리우드와 세계 are gearing up to celebrate legendary entertainer Bob Hope ' s 100 th birthday on Thursday .,Hollywood and the world,할리우드와 세계,3.75
465,"The rapper ' s lawyer , Mark Gann , didn ' t return calls for comment .",랩퍼의 변호사인 마크 간(Mark Gann)은 didn ' t return calls for comment .,"The rapper ' s lawyer , Mark Gann ,",랩퍼의 변호사인 마크 간(Mark Gann)은,"The 27 - year - old rapper ' s attorney in the civil matter , Mark Gann , did not return calls for comment .","27세 래퍼의 민사변호사 마크 간, did not return calls for comment .","The 27 - year - old rapper ' s attorney in the civil matter , Mark Gann ,","27세 래퍼의 민사변호사 마크 간,",4.5
466,Queen pays tribute to Nelson Mandela,Queen pays tribute to 넬슨 만델라,Nelson Mandela,넬슨 만델라,US presidents pay tribute to Mandela,미국 대통령 pay tribute to Mandela,US presidents,미국 대통령,1.600000023841858
467,Do you notice the nonsensical things you are saying ?,Do you notice 당신이 말하는 말도 안되는 것들 ?,the nonsensical things you are saying,당신이 말하는 말도 안되는 것들,"And to be fair , do you notice the nonsensical things you are saying ?","And to be fair , do you notice 당신이 말하는 말도 안되는 것들 ?",the nonsensical things you are saying,당신이 말하는 말도 안되는 것들,4.5714287757873535
468,A woman riding a brown horse .,여자 riding a brown horse .,A woman,여자,Person dressed in blue riding brown horse .,Person dressed in 파란색 승마 갈색 말 .,blue riding brown horse,파란색 승마 갈색 말,2.5999999046325684
469,""" PNC regrets its involvement "" in the deals , Chairman and Chief Executive Officer James Rohr said in a statement .",""" PNC regrets its involvement "" in the deals , 회장 겸 CEO James Rohr said in a statement .",Chairman and Chief Executive Officer James Rohr,회장 겸 CEO James Rohr,"James Rohr , chairman and chief executive officer , said PNC regretted the incident .","James Rohr 회장 겸 CEO , said PNC regretted the incident .","James Rohr , chairman and chief executive officer ,","James Rohr 회장 겸 CEO ,",4.333000183105469
470,Germany warns Greece : No more money without reforms,Germany warns Greece : 개혁 없이는 더 이상 돈이 없다,No more money without reforms,개혁 없이는 더 이상 돈이 없다,Euro zone to Greece : No rescue without reforms,유로존에서 그리스로 : No rescue without reforms,Euro zone to Greece,유로존에서 그리스로,2.5999999046325684
471,A little boy and a little girl playing together outside .,어린 소년과 어린 소녀 playing together outside .,A little boy and a little girl,어린 소년과 어린 소녀,A young boy and a young girl walking towards each other,어린 소년과 어린 소녀 walking towards each other,A young boy and a young girl,어린 소년과 어린 소녀,2.0
472,"Firstly , you should be aware that there are two different kinds of dashes : the en dash and the em dash .","Firstly , you should be aware that there are 두 가지 종류의 대시: en 대시와 em 대시 .",two different kinds of dashes : the en dash and the em dash,두 가지 종류의 대시: en 대시와 em 대시,"Semicolon is used to join sentences that can stand alone , but are joined to emphasize their relationship .","Semicolon is used to join 홀로 설 수 있는 문장 , but are joined to emphasize their relationship .",sentences that can stand alone,홀로 설 수 있는 문장,0.6000000238418579
473,Suicide bomber kills 16 in Afghanistan,자살 폭탄 kills 16 in Afghanistan,Suicide bomber,자살 폭탄,Suicide bomber kills 12 in Nigeria church,자살 폭탄 kills 12 in Nigeria church,Suicide bomber,자살 폭탄,1.2000000476837158
474,A person is frying meat in a pan .,사람 is frying meat in a pan .,A person,사람,A person is holding a skunk .,사람 is holding a skunk .,A person,사람,0.75
475,"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn ' t the right thing to do . ""","이러한 행동을 내내 반대해 온 사람들 are now trying to find fresh reasons to say this wasn ' t the right thing to do . """,People who have opposed these actions throughout,이러한 행동을 내내 반대해 온 사람들,""" What is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do . """,""" What is happening here is that 그동안 이 행동에 반대해 온 사람들 are trying to find fresh reasons why it was not the right thing to do . """,people who have opposed this action throughout,그동안 이 행동에 반대해 온 사람들,4.0
476,Japan scrambles jets against Russian military planes,Japan scrambles jets against 러시아 군용기,Russian military planes,러시아 군용기,"Separatists down Ukraine military plane , several dead","우크라이나 군용기 격추된 분리주의자들 , several dead",Separatists down Ukraine military plane,우크라이나 군용기 격추된 분리주의자들,0.800000011920929
477,Armenians vote in parliamentary elections,Armenians vote in 의회 선거,parliamentary elections,의회 선거,Armenia ' s parliamentary vote a test for president,아르메니아의 의회 투표 a test for president,Armenia ' s parliamentary vote,아르메니아의 의회 투표,3.200000047683716
478,"Navy jet crashes into US apartments , pilots eject","해군 제트기 crashes into US apartments , pilots eject",Navy jet,해군 제트기,U . S . Navy Jet Crashes Into Virginia Apartment Buildings,U . S . Navy Jet Crashes Into 버지니아 아파트 건물,Virginia Apartment Buildings,버지니아 아파트 건물,3.400000095367432
479,iran has noticeably increased the number of executions in recent months as officials enforce a campaign aimed at promoting virtue and boosting security in,iran has noticeably increased 실행 횟수 in recent months as officials enforce a campaign aimed at promoting virtue and boosting security in,the number of executions,실행 횟수,iranian officials have increased executions in 2007 as officials enforce a campaign purportedly aimed at promoting virtue and boosting security in society .,이란 관리 have increased executions in 2007 as officials enforce a campaign purportedly aimed at promoting virtue and boosting security in society .,iranian officials,이란 관리,3.5999999046325684
480,"The Portuguese weather service said Europe ' s heatwave was caused by a mass of hot , dry air moving from the southeast .","포르투갈 기상청 said Europe ' s heatwave was caused by a mass of hot , dry air moving from the southeast .",The Portuguese weather service,포르투갈 기상청,"The heatwave was due to a mass of hot , dry air from the southeast , said Mario Almeida of Portugal ' s weather service .","The heatwave was due to a mass of hot , dry air from the southeast , said 포르투갈 기상청의 Mario Almeida .",Mario Almeida of Portugal ' s weather service,포르투갈 기상청의 Mario Almeida,4.056000232696533
481,Search leader urges caution in findings related to missing Malaysian jetliner,검색 리더 urges caution in findings related to missing Malaysian jetliner,Search leader,검색 리더,Searchers hoping pings come from lost Malaysian airliner,Searchers hoping pings come from 잃어버린 말레이시아 여객기,lost Malaysian airliner,잃어버린 말레이시아 여객기,1.0
482,A woman is chopping a hard egg .,여자 is chopping a hard egg .,A woman,여자,A person is cutting boiled egg into pieces .,사람 is cutting boiled egg into pieces .,A person,사람,3.532999992370605
483,shalgam ' s visit to london is the first by a libyan foreign minister since 1969 .,샬감의 런던 방문 is the first by a libyan foreign minister since 1969 .,shalgam ' s visit to london,샬감의 런던 방문,a visit to libya by the russian foreign minister was announced .,러시아 외무장관의 리비아 방문 was announced .,a visit to libya by the russian foreign minister,러시아 외무장관의 리비아 방문,2.5999999046325684
484,Gusmao consolidates power in East Timor elections,Gusmao consolidates power in 동티모르 선거,East Timor elections,동티모르 선거,Gusmao powers on in East Timor,Gusmao powers on in 동 티모르,East Timor,동 티모르,3.5999999046325684
485,A pair of dogs playing with a purple ball .,개 한 쌍 playing with a purple ball .,A pair of dogs,개 한 쌍,Two dogs play with purple football .,두 마리의 개 play with purple football .,Two dogs,두 마리의 개,4.400000095367432
486,Some men are fighting .,몇몇 남자 are fighting .,Some men,몇몇 남자,Two men are fighting .,두 남자 are fighting .,Two men,두 남자,4.25
487,Syrian fighter pilot defects to Jordan,시리아 전투기 조종사 결함 to Jordan,Syrian fighter pilot defects,시리아 전투기 조종사 결함,Syrian PM defects to Jordan,시리아 PM defects to Jordan,Syrian PM,시리아 PM,1.399999976158142
488,""" We had nothing to do with @ Stake ' s internal personnel decision , "" Microsoft spokesman Sean Sundwell said .",""" We had nothing to do with @ Stake ' s internal personnel decision , "" 마이크로소프트 대변인 션 선드웰 said .",Microsoft spokesman Sean Sundwell,마이크로소프트 대변인 션 선드웰,""" Microsoft had absolutely nothing to do with AtStake ' s internal personnel decision , "" Sundwall said .",""" Microsoft had AtStake의 내부 인사 결정과는 전혀 관련이 없습니다 , "" Sundwall said .",absolutely nothing to do with AtStake ' s internal personnel decision,AtStake의 내부 인사 결정과는 전혀 관련이 없습니다,4.199999809265137
489,Just so long as the tax on that sale is paid .,Just so long as 그 판매에 대한 세금 is paid .,the tax on that sale,그 판매에 대한 세금,Just so long as the tax is paid .,Just so long as 세금 is paid .,the tax,세금,3.799999952316284
490,""" Generally unwanted - and often pornographic or with fraudulent intent - spam is a nuisance and a distraction , "" Gates writes , warming us up for the punchline .",""" Generally unwanted - and often pornographic or with 사기 의도 - spam is a nuisance and a distraction , "" Gates writes , warming us up for the punchline .",fraudulent intent,사기 의도,"Generally unwanted — and often pornographic or with fraudulent intent — spam is a nuisance and a distraction , "" Gates writes .","Generally unwanted — and often pornographic or with 사기 의도 — spam is a nuisance and a distraction , "" Gates writes .",fraudulent intent,사기 의도,4.199999809265137
