,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
65,The Palacio Taranco was erected to be the residence for whom ?,더 타란코 궁전 was erected to be the residence for whom ?,The Palacio Taranco,더 타란코 궁전,The palace is often used as a meeting place by the Uruguayan government .,궁전 is often used as a meeting place by the Uruguayan government .,The palace,궁전,1
66,Before the creation of the College of Engineering similar studies were carried out at which Notre Dame college ?,Before 공과대학 유사 연구 창설 were carried out at which Notre Dame college ?,the creation of the College of Engineering similar studies,공과대학 유사 연구 창설,"The College of Engineering was established in 1920 , however , early courses in civil and mechanical engineering were a part of the College of Science since the 1870 s .","The College of Engineering was established in 1920 , however , 토목 및 기계 공학의 초기 과정 were a part of the College of Science since the 1870 s .",early courses in civil and mechanical engineering,토목 및 기계 공학의 초기 과정,0
67,What was determined to be the smallest effective round in 1935 ?,What was determined to be 가장 작은 유효 라운드 in 1935 ?,the smallest effective round,가장 작은 유효 라운드,"However , in 1935 their trials showed that the minimum effective round was an impact fused 2 lb HE shell .","However , in 1935 그들의 시련 showed that the minimum effective round was an impact fused 2 lb HE shell .",their trials,그들의 시련,0
68,What year was the Canal de la Bruche added ?,What year was 운하 드 라 브루슈 added ?,the Canal de la Bruche,운하 드 라 브루슈,"That canal has since closed , but the subsequent Canal du Rhone au Rhine , Canal de la Marne au Rhin and Grand Canal d ' Alsace are still in use , as is the important activity of the Port autonome de Strasbourg .","그 운하 has since closed , but the subsequent Canal du Rhone au Rhine , Canal de la Marne au Rhin and Grand Canal d ' Alsace are still in use , as is the important activity of the Port autonome de Strasbourg .",That canal,그 운하,1
69,Who was on Cygnet I when it crashed ?,Who was on 시그넷Ⅰ when it crashed ?,Cygnet I,시그넷Ⅰ,"The tetrahedral wings were named Cygnet I , II and III , and were flown both unmanned and manned ( Cygnet I crashed during a flight carrying Selfridge ) in the period from 1907 – 1912 .","사면체 날개 were named Cygnet I , II and III , and were flown both unmanned and manned ( Cygnet I crashed during a flight carrying Selfridge ) in the period from 1907 – 1912 .",The tetrahedral wings,사면체 날개,0
70,Which type of schooling can be most expensive ?,어떤 타입 of schooling can be most expensive ?,Which type,어떤 타입,"Open education is fast growing to become the dominant form of education , for many reasons such as its efficiency and results compared to traditional methods .","열린교육 is fast growing to become the dominant form of education , for many reasons such as its efficiency and results compared to traditional methods .",Open education,열린교육,1
71,Is amnesia only seen in one form ?,Is amnesia only seen in 하나의 형태 ?,one form,하나의 형태,"Hyperthymesia , or hyperthymesic syndrome , is a disorder that affects an individual ' s autobiographical memory , essentially meaning that they can not forget small details that otherwise would not be stored .","기분항진증(hyperthymesia), 또는 기분과다증후군, is a disorder that affects an individual ' s autobiographical memory , essentially meaning that they can not forget small details that otherwise would not be stored .","Hyperthymesia , or hyperthymesic syndrome ,","기분항진증(hyperthymesia), 또는 기분과다증후군,",1
72,What are pesticides most commonly used for ?,What are 가장 일반적으로 사용되는 살충제 ?,pesticides most commonly used for,가장 일반적으로 사용되는 살충제,"The most common use of pesticides is as plant protection products ( also known as crop protection products ) , which in general protect plants from damaging influences such as weeds , fungi , or insects .","가장 일반적으로 사용되는 살충제 is as plant protection products ( also known as crop protection products ) , which in general protect plants from damaging influences such as weeds , fungi , or insects .",The most common use of pesticides,가장 일반적으로 사용되는 살충제,0
73,In what year was Mubariz Khan defeated by Asif Jah I ?,In what year was 무바리스 칸 defeated by Asif Jah I ?,Mubariz Khan,무바리스 칸,"In 1713 Farrukhsiyar , the Mughal emperor , appointed Asif Jah I to be Viceroy of the Deccan , with the title Nizam - ul - Mulk ( Administrator of the Realm ) .","In 1713 무굴 제국의 황제 파루크시야르(Farrukhsiyar) appointed Asif Jah I to be Viceroy of the Deccan , with the title Nizam - ul - Mulk ( Administrator of the Realm ) .","Farrukhsiyar , the Mughal emperor ,",무굴 제국의 황제 파루크시야르(Farrukhsiyar),1
74,Which local author most recently enjoyed success for published works of fiction ?,Which local author most recently enjoyed success for 출판된 소설 ?,published works of fiction,출판된 소설,"In the 20 th century , numerous books were written and published locally , though few were directed at a wider market than Bermuda .","In the 20 th century , 수많은 책 were written and published locally , though few were directed at a wider market than Bermuda .",numerous books,수많은 책,1
75,What would the Chinese use to continue Confucian values ?,What would 중국인 use to continue Confucian values ?,the Chinese,중국인,Their aim was to adopt western military technology in order to preserve Confucian values .,그들의 목표 was to adopt western military technology in order to preserve Confucian values .,Their aim,그들의 목표,0
76,Who did Victoria blame for the problems between herself and the Duchess ?,Who did Victoria blame for 자신과 공작 부인 사이의 문제 ?,the problems between herself and the Duchess,자신과 공작 부인 사이의 문제,"Through reading her mother ' s papers , Victoria discovered that her mother had loved her deeply ; she was heart - broken , and blamed Conroy and Lehzen for "" wickedly "" estranging her from her mother .","Through reading 그녀의 어머니의 서류 , Victoria discovered that her mother had loved her deeply ; she was heart - broken , and blamed Conroy and Lehzen for "" wickedly "" estranging her from her mother .",her mother ' s papers,그녀의 어머니의 서류,0
77,What is another name for exoteric ?,What is 외래종의 다른 이름 ?,another name for exoteric,외래종의 다른 이름,"In the more spiritual or mystical Islamic tradition of Sufism , the position of spiritual teacher and an esoteric ( as opposed to exoteric , or actions - oriented , e . g . the Five Pillars of Islam ) spirituality and spiritual knowledge takes on a more important dimension , with emphasis on learning from living saints - the highest of which is a Qutb - and of traditions passed down from initiate to initiate , and traceable back to the founder of the order .","In the more spiritual or mystical Islamic tradition of Sufism , 영적 교사의 위치 and an esoteric ( as opposed to exoteric , or actions - oriented , e . g . the Five Pillars of Islam ) spirituality and spiritual knowledge takes on a more important dimension , with emphasis on learning from living saints - the highest of which is a Qutb - and of traditions passed down from initiate to initiate , and traceable back to the founder of the order .",the position of spiritual teacher,영적 교사의 위치,0
