,sentence1,source1_np0,sentence2,source2_np0,label
461,"Goldman Sachs said : "" We believe this is the right decision for the company , for its employees and for its creditors . """,Goldman Sachs,""" We believe this is the right decision for the company ( Jinro ) , for its employees and for its creditors , "" it said .","the right decision for the company ( Jinro ) , for its employees and for its creditors",1
462,"Their contract will expire at 12 : 01 a . m . Wednesday instead of 12 : 01 a . m . Sunday , said Rian Wathen , organizing director for United Food and Commercial Workers Local 700 .",Their contract,""" It has outraged the membership , "" said Rian Wathen , organizing director of United Food and Commercial Workers Local 700 .","Rian Wathen , organizing director of United Food and Commercial Workers Local 700",0
463,"The top rate will go to 4 . 45 percent for all residents with taxable incomes above $ 500 , 000 .",The top rate,"For residents with incomes above $ 500 , 000 , the income - tax rate will increase to 4 . 45 percent .",the income - tax rate,1
464,""" Only 1 pc of those taking the drug worldwide have contracted ILD as a result , "" she said .",Only 1 pc of those taking the drug worldwide,AstraZeneca says just 1 pc of people of those taking the drug worldwide have suffered serious consequences .,just 1 pc,1
465,"The benchmark 10 - year note US10 YT = RR lost 11 / 32 in price , taking its yield to 3 . 21 percent from 3 . 17 percent late on Monday .",The benchmark 10 - year note US10 YT = RR,"Further out the curve , the benchmark 10 - year note US10 YT = RR shed 18 / 32 in price , taking its yield to 3 . 24 percent from 3 . 17 percent .",the benchmark 10 - year note US10 YT = RR,0
466,It is for that reason that legal scholars said the Denver ruling is at least plausible .,that reason,It is for that reason that legal scholars said Judge Nottingham ' s decision was at least plausible .,that reason,1
467,The show ' s closure affected third - quarter earnings per share by a penny .,The show ' s closure,The company said this impacted earnings by a penny a share .,The company,1
468,The decision means that Qarase must invite up to eight Labor Party members into cabinet .,The decision,Mr Qarase must now invite up to eight Labour Party members into cabinet .,Mr Qarase,1
469,"Enstrom and Kabat focused their work on 35 , 561 people who had never smoked but had spouses who did .",Enstrom and Kabat,"The study focused on the 35 , 561 people who had never smoked , but who lived with a spouse who did .",The study,1
470,Former chief financial officer Franklyn M . Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors .,Former chief financial officer Franklyn M . Bergonzi,"Last week , former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government ' s investigation .",Last week,1
471,"But tropical storm warnings and watches were posted today for Haiti , western portions of the Dominican Republic , the southeastern Bahamas and the Turk and Caicos islands .",tropical storm warnings and watches,"Tropical storm warnings were in place Thursday for Jamaica and Haiti and watches for the western Dominican Republic , the southeastern Bahamas and the Turks and Caicos islands .",Tropical storm warnings,1
472,""" I feel that my supervision was inadequate , "" Minister of Health Twu Shiing - jer told parliament after he tendered his resignation to the island ' s premier .",Minister of Health Twu Shiing - jer,""" I feel that my supervision was inadequate , "" Taiwan ' s minister of health , Twu Shiing - jer , told parliament after tendering his resignation .","Taiwan ' s minister of health , Twu Shiing - jer ,",1
473,Today ' s barrage could have been a show of force as the military steps up security against threats of intensified attacks over the Christmas holiday by Baghdad ' s 14 identified guerrilla cells .,Today ' s barrage,Kimmitt said the operation was a show of force as the military steps up security against threats of attacks over the Christmas holiday by Baghdad ' s 14 identified guerrilla cells .,the operation,1
474,Amrozi said Jews and the US and its allies had evil plans to colonise countries like Indonesia .,Jews and the US and its allies,"Jews , Americans and their allies had "" evil "" plans to colonise nations like Indonesia , Amrozi said .","Jews , Americans and their allies",1
475,Every day more American soldiers die .,Every day,We ' re losing one or two American soldiers every day .,one or two American soldiers,1
476,A senior Administration official who briefed journalists on Friday said neither Mr Bush nor National Security Adviser Condoleezza Rice read the estimate in its entirety .,A senior Administration official who briefed journalists on Friday,The senior administration official said neither Bush nor National Security Adviser Condoleezza Rice read the entire National Intelligence Estimate .,The senior administration official,1
477,"Sutherland is the 65 - year - old computing pioneer who co - founded Evans & Sutherland , which made high - performance graphics computers .","the 65 - year - old computing pioneer who co - founded Evans & Sutherland , which made high - performance graphics computers","Sutherland , 65 , was a co - founder of Evans & Sutherland , an early maker of high - performance computers .","Sutherland , 65 ,",1
478,"In 1998 Intel invested $ 500 million in Micron , but later sold the equity it had bought , Mulloy said .",$ 500 million,"Earlier this year , Intel invested $ 123 million in Elpida Memory over two funding rounds , Mulloy said .",Earlier this year,0
479,"Mr . Parsons has been director of the Stennis Center , which specializes in rocket engine research and testing , since August .",Mr . Parsons,"Mr . Parsons has served as the director at the Stennis Space Center , which employs 4 , 600 people , since August .",Mr . Parsons,0
480,""" I conclude that plaintiffs have shown , albeit barely . . . that Iraq provided material support to Bin Laden and Al Qaeda , "" Baer said .",material support,"Judge Harold Baer concluded Wednesday that lawyers for the two victims "" have shown , albeit barely . . . that Iraq provided material support to bin Laden and al - Qaida . """,Judge Harold Baer,1
481,"Mosel was unable to present financial statements in time due to mergers among subsidiaries and a change of accountants , the company said on Monday .",the company,"Mosel had been unable to present financial statements in time because of mergers among subsidiaries and a change of accountants , the company said yesterday .",the company,1
482,"He will replace Ron Dittemore , who announced his resignation April 23 .","Ron Dittemore , who announced his resignation April 23",Dittemore announced his plans to resign on April 23 .,his plans to resign on April 23,0
483,Ten police officers were facing disciplinary action yesterday after they abandoned their night patrol to watch David Blaine .,Ten police officers,Ten police officers were facing disciplinary action today after they abandoned their street patrol to go and watch the American illusionist David Blaine .,Ten police officers,1
484,"The Dow Jones industrial average < . DJI > rose 98 . 74 points , or 1 . 12 percent , to 8 , 949 . 00 .",The Dow Jones industrial average < . DJI >,"The city index outperformed the Dow Jones industrial average , which rose 2 . 9 percent during the four - day trading week .",The city index,0
485,"Wal - Mart , the nation ' s largest private employer , has expanded its anti - discrimination policy to protect gay and lesbian employees , company officials said Tuesday .",company officials,"Wal - Mart Stores Inc . , the nation ' s largest private employer , will now include gays and lesbians in its anti - discrimination policy , company officials said Wednesday .",company officials,1
486,"Despite generic competition for acne drug Accutane , flagship drug sales rose 21 percent excluding exchange rate swings and nine percent in francs to 10 . 31 billion .",flagship drug sales,"Flagship drug sales rose 21 percent excluding exchange rate swings and nine percent in francs to 10 . 31 billion , while diagnostics sales fell one percent in francs to 3 . 57 billion .",Flagship drug sales,0
487,""" PeopleSoft management entrenchment tactics continue to destroy the value of the company for its shareholders , "" said Deborah Lilienthal , an Oracle spokeswoman .","Deborah Lilienthal , an Oracle spokeswoman",""" PeopleSoft ' s management ' s entrenchment tactics continue to destroy the value of the company for its shareholders , "" Oracle spokeswoman Jennifer Glass said Tuesday .",Oracle spokeswoman Jennifer Glass,1
488,"Humphries , and his father William , were on the IU campus Wednesday afternoon and Thursday morning .","Humphries , and his father William ,","Humphries , and his father , William , arrived at IU in the early afternoon and spent the day with IU coach Mike Davis .","Humphries , and his father , William ,",0
489,"The commission must work out the plan ' s details , but the average residential customer paying $ 840 a year would get a savings of about $ 30 annually .",The commission,An average residential customer paying $ 840 a year for electricity could see a savings of $ 30 annually .,An average residential customer paying $ 840 a year for electricity,0
490,"The Senate majority leader , Bill Frist , Republican of Tennessee , said he hoped Congress would finish work on the legislation by the end of September .","The Senate majority leader , Bill Frist , Republican of Tennessee ,","The Senate majority leader , Bill Frist , R - Tenn . , said he hoped Congress would finish work on the legislation by late September .","The Senate majority leader , Bill Frist , R - Tenn . ,",1
491,"If Fortigel , a testosterone gel , had been approved , Cellegy would have reached profitability by the second half of 2004 , Mr . Juelis said .",Mr . Juelis,"If Fortigel had been approved , Cellegy would have reached profitability by the second half of 2004 , said Richard Juelis , chief financial officer .","Richard Juelis , chief financial officer",1
492,"US troops encountered fire from rocket - propelled grenades , mortars , and small arms coming from bunkers and buildings .",US troops,"The U . S . troops encountered fire from rocket propelled grenades , mortars and small arms originating from bunkers as well as within and atop surrounding buildings .",The U . S . troops,1
493,"They were being held Sunday in the Camden County Jail on $ 100 , 000 bail .",the Camden County Jail,"They remained in Camden County Jail on Sunday on $ 100 , 000 bail .",Camden County Jail,1
494,"Also Tuesday , the United States also released more Iraqi prisoners of war , and officials announced that all would soon be let go .",the United States,"Meanwhile in southern Iraq , the United States released more Iraqi prisoners of war , and officials announced that all would be let go soon .",the United States,1
495,"He admits that the law "" has several weaknesses which terrorists could exploit , undermining our defenses . """,the law,"But he also told the House Judiciary Committee the law "" has several weaknesses which terrorists could exploit , undermining our defenses . """,the House Judiciary Committee,1
496,""" High - tech scam artists who think they can hijack the Internet should think again , "" Ashcroft said .",High - tech scam artists who think they can hijack the Internet,""" High - tech scam artists who think they can hijack the Internet should think again , "" said Assistant Attorney General Michael Chertoff of the Criminal Division .",Assistant Attorney General Michael Chertoff of the Criminal Division,0
497,Grassley and Baucus rejected any disparity in drug benefits .,Grassley and Baucus,Grassley and Baucus said they had rejected that approach in their plan .,Grassley and Baucus,1
498,"Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County , Fla . , state attorney ' s office .",Law enforcement sources who spoke on condition of anonymity,"Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County , Fla . , state attorney ' s office .",Law enforcement officials,1
499,"The church was already grieving the death of Chief Warrant Officer 3 Kyran Kennedy , a congregation member who was killed in another helicopter crash in Iraq on Nov . 7 .",The church,The church already was grieving for the death of a congregation member who was killed in another helicopter crash in Iraq on Nov . 7 .,The church,1
