,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
51,"More than 150 dolphins , marine turtles and beaked whales have been washed up dead on beaches in Africa .","150마리 이상의 돌고래, 바다거북, 부리고래 have been washed up dead on beaches in Africa .","More than 150 dolphins , marine turtles and beaked whales","150마리 이상의 돌고래, 바다거북, 부리고래","Dead dolphins , turtles and whales have been found on African beaches .","죽은 돌고래, 거북이와 고래 have been found on African beaches .","Dead dolphins , turtles and whales","죽은 돌고래, 거북이와 고래",0
52,"Police were called to the Highgrove House , the home belonging to Prince Charles and his wife Camilla on Tuesday night after police received a call that there was an intruder on the property . "" He was detained within the grounds and did not gain access to any buildings , "" said a spokesperson for the police , Tony Rymer . A spokesperson for the estate refused to comment to the media calling it "" a matter for the police "" and that any comments on the intrusion should be given through them . According to a Gloucester Police spokeswoman , a man from Bristol , England was arrested after wielding a pitchfork around the property . The name of the 55 - year - old has not been released , but police charged him with trespassing . He was later released after posting bail . Camilla and Charles , who were both present and sleeping on the estate at the time , were not injured .","Police were called to the Highgrove House , the home belonging to Prince Charles and his wife Camilla on Tuesday night after police received a call that there was an intruder on the property . "" He was detained within the grounds and did not gain 모든 건물에 대한 액세스""라고 경찰 대변인 Tony Rymer가 말했습니다 부동산 대변인은 언론에 언급을 거부했습니다 "" a matter for the police "" and that any comments on the intrusion should be given through them . According to a Gloucester Police spokeswoman , a man from Bristol , England was arrested after wielding a pitchfork around the property . The name of the 55 - year - old has not been released , but police charged him with trespassing . He was later released after posting bail . Camilla and Charles , who were both present and sleeping on the estate at the time , were not injured .","access to any buildings , "" said a spokesperson for the police , Tony Rymer . A spokesperson for the estate refused to comment to the media calling it","모든 건물에 대한 액세스""라고 경찰 대변인 Tony Rymer가 말했습니다 부동산 대변인은 언론에 언급을 거부했습니다",Prince Charles owns an estate in Bristol .,찰스 왕세자 owns an estate in Bristol .,Prince Charles,찰스 왕세자,1
53,"On June 29 , 1995 , the Space Shuttle Atlantis made history when it docked with the Russian Mir space station , as shown in this photograph .","On June 29 , 1995 , 우주 왕복선 아틀란티스 made history when it docked with the Russian Mir space station , as shown in this photograph .",the Space Shuttle Atlantis,우주 왕복선 아틀란티스,US shuttle Atlantis docks with the Mir space station .,미국 셔틀 아틀란티스 docks with the Mir space station .,US shuttle Atlantis,미국 셔틀 아틀란티스,0
54,The airline now flew under the name Sabena - Belgian World Airlines .,항공사 now flew under the name Sabena - Belgian World Airlines .,The airline,항공사,Sabena is an airline .,Sabena is 항공사 .,an airline,항공사,0
55,"As the terms denoting this allowance vary , it may sometimes remain unclear whether fathers have any entitlements at all , and if so , to what exactly they are entitled .","As 이 수당을 나타내는 용어 vary , it may sometimes remain unclear whether fathers have any entitlements at all , and if so , to what exactly they are entitled .",the terms denoting this allowance,이 수당을 나타내는 용어,Maternity leave varies in Europe .,출산 휴가 varies in Europe .,Maternity leave,출산 휴가,1
56,The Cosmic Microwave Background ( CMB ) is a uniform fabric of radiation that covers the entire universe at a constant temperature of 2 . 7 kelvins .,우주 마이크로파 배경(CMB) is a uniform fabric of radiation that covers the entire universe at a constant temperature of 2 . 7 kelvins .,The Cosmic Microwave Background ( CMB ),우주 마이크로파 배경(CMB),The temperature of the Cosmic Microwave Background is 2 . 7 kelvins .,우주 마이크로파 배경 온도 is 2 . 7 kelvins .,The temperature of the Cosmic Microwave Background,우주 마이크로파 배경 온도,0
57,"Neverland Valley Ranch , owned by Michael Jackson , is to be sold at auction on March 19 , 2008 , unless Jackson pays over US $ 24 million . Financial Title Company , the trustee of his Santa Barbara County , California , home and amusement park , has foreclosed on the property . They notified Jackson of the foreclosure and sale on Monday . Jackson had only just recently paid an overdue property tax bill of $ 600 , 000 .","Michael Jackson이 소유한 Neverland Valley Ranch는 is to be sold at auction on March 19 , 2008 , unless Jackson pays over US $ 24 million . Financial Title Company , the trustee of his Santa Barbara County , California , home and amusement park , has foreclosed on the property . They notified Jackson of the foreclosure and sale on Monday . Jackson had only just recently paid an overdue property tax bill of $ 600 , 000 .","Neverland Valley Ranch , owned by Michael Jackson ,",Michael Jackson이 소유한 Neverland Valley Ranch는,Michael Jackson is the owner of Neverland .,마이클 잭슨 is the owner of Neverland .,Michael Jackson,마이클 잭슨,0
58,"Nike Inc . said , Monday , that its first - quarter profit grew 32 percent , as the world ' s largest sneaker and athletic apparel company posted broad gains in sales and orders .","나이키 Inc said , Monday , that its first - quarter profit grew 32 percent , as the world ' s largest sneaker and athletic apparel company posted broad gains in sales and orders .",Nike Inc .,나이키 Inc,"Nike said orders for footwear and apparel for delivery totaled $ 4 . 9 billion , including a 12 percent increase in U . S . orders .","Nike said 신발 및 의류 배송 주문 totaled $ 4 . 9 billion , including a 12 percent increase in U . S . orders .",orders for footwear and apparel for delivery,신발 및 의류 배송 주문,1
59,"In fact , Woolsey had had no first - hand experience with the world of spies until President Bill Clinton appointed him Director of Central Intelligence .","In fact , Woolsey had had 스파이의 세계에 대한 직접적인 경험이 없습니다 until President Bill Clinton appointed him Director of Central Intelligence .",no first - hand experience with the world of spies,스파이의 세계에 대한 직접적인 경험이 없습니다,James Woolsey is the director of the CIA .,제임스 울시 is the director of the CIA .,James Woolsey,제임스 울시,0
60,"SHIMOGA : The health condition of Shivu , the oldest elephant at the Sakrebylu Elephant Camp , about 15 km from here , has become a matter of concern to its maintenance staff . The elephant , which is said to be suffering from acute pain in the stomach , is refusing to take any hard food since the last one week . It has been kept on supportive medicinal system . According to sources in the wildlife section of the Department of Forests , the 85 - year - old elephant is suffering from age - related weakness . Its health condition has made officials of the department and mahouts anxious .","SHIMOGA : 여기에서 약 15km 떨어진 Sakrebylu Elephant Camp에서 가장 오래된 코끼리인 Shivu의 건강 상태는, has become a matter of concern to its maintenance staff . The elephant , which is said to be suffering from acute pain in the stomach , is refusing to take any hard food since the last one week . It has been kept on supportive medicinal system . According to sources in the wildlife section of the Department of Forests , the 85 - year - old elephant is suffering from age - related weakness . Its health condition has made officials of the department and mahouts anxious .","The health condition of Shivu , the oldest elephant at the Sakrebylu Elephant Camp , about 15 km from here ,","여기에서 약 15km 떨어진 Sakrebylu Elephant Camp에서 가장 오래된 코끼리인 Shivu의 건강 상태는,",An elephant can reach the age of 85 .,코끼리 can reach the age of 85 .,An elephant,코끼리,0
