,sentence1,source1_np0,sentence2,source2_np0,label
96,"Investigators in Venezuela have been combing the grisly wreck of a Colombian plane which crashed on Tuesday , killing all 160 people on board .",Investigators in Venezuela,"A chartered jet , filled with tourists returning home to the French Caribbean island of Martinique , crashed Tuesday in Venezuela , killing all 160 people on board .","A chartered jet , filled with tourists returning home to the French Caribbean island of Martinique ,",1
97,"Digging in a different trench Phoenix ' s robotic Arm connected with a hard surface that has scientists excited about the prospect of next uncovering an icy layer . "" We have dug a trench and uncovered a hard layer at the same depth as the ice layer in our other trench , "" said Washington University robotic arm investigator for Phoenix , Ray Arvidson . The arm tried at least three times to penetrate the layer , but was unsuccessful . As a result the arm went into a holding pattern , awaiting its next commands .","Phoenix , Ray Arvidson . The arm",A robotic arm has been used for scientific discoveries .,A robotic arm,0
98,"On the morning of 1 June , there was a blackout throughout most of the capital caused by urban commandos of the Farabundo Marti National Liberation Front ( FMLN ) .",the morning of 1 June,FMLN caused a blackout in the capital .,the capital,0
99,"In 1973 , the United States and Communist China agreed to establish liaison offices in Beijing and Washington .",the United States and Communist China,Communist China is an organisation based in Beijing and Washington .,Communist China,1
100,"When complete , over 2 million people are expected to be displaced . After wiping out the least desirable shanties , next in line for demolition are the illegal "" well - off "" shanties and neighborhoods , according to the legal and bureaucratic motions that have been executed toward cleaning up Mumbai ' s appearance by lowering the dominance of shanties , which make up 62 percent of Mumbai ' s housing .",over 2 million people,"200 , 000 shanties have been demolished .","200 , 000 shanties",1
101,"Two years ago Moore had a 5 , 300 - pound monument showcasing the Ten Commandments placed in the rotunda of the Judicial Building , which is just down the street from the Capitol , and a federal judge ordered Moore to remove the plaque .",Two years,Moore now has the commandments plaque posted in his office .,the commandments plaque posted in his office,1
102,"JERUSALEM , April 2 ( Xinhua ) - - Israel ' s new Foreign Minister Avigdor Lieberman was questioned by police on Thursday over several criminal allegations , local news service Ynet reported . National Fraud Unit investigators questioned the deputy premier , who is suspected of bribery , money laundering , fraud and breach of trust , for over seven hours , and another round is in the cards , said the report . "" Lieberman answered all of the questions he was asked , and will continue to do so in the future , "" his attorney Yaron Kostelitz was quoted as saying .",April 2 ( Xinhua ),Avigdor Lieberman is the Foreign Minister of Israel .,Avigdor Lieberman,0
103,"More than 2 , 000 people lost their lives in the devastating Johnstown Flood .","More than 2 , 000 people",100 or more people lost their lives in a ferry sinking .,100 or more people,1
104,"While the Baltic countries are set to join the European Union soon , their economies are already in good shape . Estonia , Latvia and Lithuania boast the fastest economic growth in the entire Baltic Sea region , for example .",their economies,The Baltic Countries will join the EU .,The Baltic Countries,0
105,"Bunker started XenuTV in 1999 and began to make videos that he provided for the Lisa McPherson Trust . Bunker has been a critic of the Church of Scientology since 1997 . In 2006 , he won a Regional Emmy Award after he and KUSI - TV news reporter Lena Lewis produced a documentary news video on the issues with the United States - Mexico border with San Diego , California .",a critic of the Church of Scientology,Church of Scientology includes Lena Lewis among its members .,Church of Scientology,1
106,"The murders of Galan , a high - ranking police officer , and a judge last week , were probably carried out by an Israeli mercenary paid by the Medellin cartel - the world ' s most powerful drug - trafficking mafia - which has set up paramilitary squads accused of hundreds of individual murders and massacres against political and labor leaders , as well as peasants and patriotic union leftist militants in different parts of the country .","The murders of Galan , a high - ranking police officer , and a judge last week ,",Galan was killed by patriotic union leftist militants .,patriotic union leftist militants,1
107,"Strong support was given to water conservation , recycling and demand reduction options , while storage augmentation ( dam building ) was rejected on the grounds that there would not be sufficient water to fill any new dams .",Strong support,Dam building prevents life - threatening situations .,Dam building,1
108,"Police were yesterday scouring Europe for a German couple who abandoned three small children in a pizzeria in the north - west Italian town of Aosta on Sunday evening and have not been seen since . The couple , Ina Caterina Remhof , 26 , the mother of the children , and her partner , Sascha Schmidt , 24 , brought the children , aged six , four and eight months , into the Il Capanno pizzeria . They took a table together and placed their orders like any other family of tourists , according to the restaurant ' s manager , Carmello Casella . But about 45 minutes later , while the children were still eating , the couple stood up and told Mr Casella that they were going outside for a smoke . When they failed to return the restaurant staff became worried and called the police .",the couple,Ms Remhof had a history of drug problems .,Ms Remhof,1
109,"Live At Leeds ( 1970 ) is The Who ' s first live album , and indeed is their only live album that was released while the band was still recording and performing regularly .",Live At Leeds ( 1970 ),Live At Leeds was recorded by The Who .,Live At Leeds,0
110,"From Joss Stone to Keith Richards to Sting , the artists joining Les on the rock - charged album share one clear common bond : Les Paul is one of their most respected and beloved mentors .",Joss Stone,Eric Clapton is in business with Les Paul .,Eric Clapton,1
111,"Fiona North , Ophthalmic Adviser with the SHSSB added : Eye injuries caused by fireworks are extremely serious and can permanently damage eyesight . I would urge those who are co - ordinating efficient firework displays to use appropriate eye protection .","Fiona North , Ophthalmic Adviser with the SHSSB",Fireworks may cause serious injuries .,serious injuries,0
